2285077.78,2.078,5.409,-8.385,0.009,0.01,0.005,2
2285077.79,2.078,5.402,-8.403,0.008,0.009,0.004,2
2285077.8,2.09,5.405,-8.396,0.009,0.009,0.004,2
2285077.81,2.1,5.411,-8.397,0.009,0.008,0.002,2
2285077.82,2.114,5.43,-8.397,0.008,0.006,0.003,2
2285077.83,2.102,5.437,-8.39,0.007,0.005,0.002,2
2285077.839,2.113,5.41,-8.365,0.007,0.005,0.003,2
2285077.849,2.104,5.406,-8.356,0.009,0.004,0.003,2
2285077.859,2.076,5.388,-8.339,0.008,0.004,0.004,2
2285077.869,2.069,5.387,-8.323,0.01,0.002,0.004,2
2285077.88,2.04,5.37,-8.322,0.012,0.003,0.005,2
2285077.89,2.029,5.387,-8.326,0.013,0.004,0.007,2
2285077.9,2.041,5.397,-8.337,0.012,0.002,0.009,2
2285077.91,2.053,5.405,-8.356,0.012,0.002,0.01,2
2285077.92,2.045,5.402,-8.358,0.014,0.002,0.011,2
2285077.929,2.047,5.398,-8.37,0.012,0.004,0.012,2
2285077.939,2.036,5.389,-8.368,0.013,0.005,0.012,2
2285077.95,2.025,5.408,-8.37,0.012,0.008,0.01,2
2285077.96,2.012,5.415,-8.351,0.013,0.009,0.009,2
2285077.97,2.026,5.457,-8.356,0.013,0.009,0.008,2
2285077.98,2.031,5.459,-8.354,0.013,0.009,0.007,2
2285077.99,2.047,5.475,-8.345,0.013,0.009,0.007,2
2285078,2.073,5.477,-8.351,0.013,0.009,0.007,2
2285078.01,2.086,5.463,-8.336,0.013,0.007,0.007,2
2285078.02,2.095,5.452,-8.345,0.013,0.007,0.007,2
2285078.03,2.079,5.435,-8.344,0.012,0.007,0.007,2
2285078.04,2.074,5.411,-8.329,0.014,0.008,0.007,2
2285078.049,2.069,5.399,-8.341,0.013,0.007,0.007,2
2285078.059,2.064,5.392,-8.353,0.013,0.008,0.007,2
2285078.069,2.079,5.378,-8.348,0.015,0.006,0.007,2
2285078.08,2.086,5.36,-8.364,0.015,0.007,0.006,2
2285078.09,2.102,5.349,-8.353,0.016,0.007,0.007,2
2285078.1,2.098,5.331,-8.363,0.014,0.007,0.009,2
2285078.11,2.108,5.332,-8.372,0.015,0.009,0.007,2
2285078.12,2.124,5.344,-8.383,0.013,0.007,0.009,2
2285078.13,2.118,5.371,-8.394,0.015,0.006,0.01,2
2285078.139,2.117,5.378,-8.381,0.013,0.005,0.008,2
2285078.15,2.094,5.403,-8.389,0.011,0.005,0.009,2
2285078.16,2.098,5.421,-8.391,0.013,0.005,0.009,2
2285078.17,2.085,5.406,-8.373,0.013,0.005,0.009,2
2285078.18,2.09,5.406,-8.362,0.013,0.005,0.009,2
2285078.19,2.083,5.417,-8.356,0.012,0.005,0.009,2
2285078.2,2.085,5.403,-8.354,0.012,0.006,0.008,2
2285078.21,2.079,5.402,-8.344,0.013,0.005,0.007,2
2285078.22,2.072,5.404,-8.357,0.013,0.005,0.007,2
2285078.23,2.086,5.404,-8.362,0.013,0.007,0.008,2
2285078.24,2.098,5.414,-8.363,0.013,0.004,0.007,2
2285078.249,2.078,5.406,-8.35,0.013,0.005,0.007,2
2285078.259,2.083,5.422,-8.35,0.013,0.004,0.008,2
