2285276.36,-1.882,-9.702,1.282,0.016,-0.002,0.026,5
2285276.37,-1.831,-9.701,1.284,0.01,-0.007,0.027,5
2285276.379,-1.794,-9.722,1.282,0.004,-0.019,0.024,5
2285276.39,-1.794,-9.664,1.287,-0.002,-0.024,0.021,5
2285276.4,-1.794,-9.572,1.326,-0.013,-0.024,0.018,5
2285276.41,-1.816,-9.476,1.381,-0.021,-0.022,0.015,5
2285276.42,-1.833,-9.425,1.445,-0.025,-0.014,0.012,5
2285276.43,-1.862,-9.408,1.521,-0.028,-0.007,0.013,5
2285276.44,-1.869,-9.449,1.611,-0.026,0.001,0.012,5
2285276.45,-1.896,-9.478,1.675,-0.02,0.005,0.009,5
2285276.46,-1.924,-9.478,1.742,-0.012,0.012,0.007,5
2285276.47,-1.956,-9.473,1.775,-0.001,0.016,0.007,5
2285276.479,-1.96,-9.451,1.783,0.014,0.016,0.005,5
2285276.49,-1.976,-9.479,1.775,0.032,0.009,0.002,5
2285276.5,-2.002,-9.521,1.792,0.046,0,-0.002,5
2285276.509,-2.073,-9.465,1.801,0.059,-0.006,-0.004,5
2285276.52,-2.124,-9.432,1.792,0.076,-0.019,-0.002,5
2285276.53,-2.142,-9.451,1.735,0.082,-0.034,0.005,5
2285276.54,-2.152,-9.497,1.682,0.081,-0.046,0.012,5
2285276.549,-2.161,-9.537,1.646,0.073,-0.053,0.021,5
2285276.56,-2.153,-9.521,1.63,0.062,-0.059,0.031,5
2285276.57,-2.102,-9.463,1.624,0.05,-0.065,0.041,5
2285276.58,-2.003,-9.347,1.569,0.04,-0.075,0.048,5
2285276.59,-1.96,-9.332,1.548,0.024,-0.095,0.06,5
2285276.6,-1.854,-9.318,1.577,0.018,-0.108,0.065,5
2285276.61,-1.836,-9.37,1.664,0.017,-0.122,0.069,5
2285276.62,-1.87,-9.42,1.748,0.021,-0.13,0.078,5
2285276.63,-1.797,-9.424,1.819,0.031,-0.135,0.093,5
2285276.639,-1.683,-9.382,1.864,0.042,-0.143,0.109,5
2285276.65,-1.448,-9.436,1.921,0.048,-0.155,0.126,5
2285276.66,-1.155,-9.542,1.989,0.044,-0.179,0.133,5
2285276.67,-0.914,-9.697,2.079,0.032,-0.222,0.135,5
2285276.679,-0.697,-9.89,2.203,0.015,-0.287,0.141,5
2285276.69,-0.459,-10.005,2.313,0.005,-0.386,0.15,5
2285276.7,-0.249,-10.115,2.36,0.002,-0.581,0.15,5
