2285367.96,5.892,-1.689,-6.586,0.956,0.535,0.512,1
2285367.97,6.627,-1.313,-4.618,0.899,0.364,0.524,1
2285367.99,18.123,-3.596,-0.885,0.263,0.936,0.887,1
2285368,38.256,-6.573,0.862,-0.121,1.312,0.668,1
2285368.01,39.995,-9.188,5.774,-0.324,0.952,-0.153,1
2285368.02,39.995,-9.294,9.312,-0.318,0.905,-1.009,1
2285368.03,39.995,-8.928,7.041,-0.454,1.29,-1.446,1
2285368.04,39.995,-9.563,9.397,-0.481,1.036,-1.545,1
2285368.05,39.37,-9.941,8.324,-0.263,0.531,-1.235,1
2285368.06,33.284,-11.202,7.047,0.269,1.076,-0.174,1
2285368.07,24.788,-10.699,2.037,0.653,1.139,0.217,1
2285368.08,17.373,-8.834,-0.221,0.842,0.946,0.363,1
2285368.09,12.174,-5.873,-2.433,0.914,0.821,0.334,1
2285368.1,8.611,-2.866,-3.518,0.858,0.845,0.217,1
2285368.109,5.963,-0.573,-3.645,0.742,1.098,0.056,1
2285368.12,4.103,0.444,-4.03,0.701,1.211,0.013,1
2285368.139,0.173,1.497,-6.548,0.477,1.462,-0.112,1
2285368.15,-1.256,1.366,-7.477,0.376,1.147,-0.163,1
2285368.16,-1.481,0.627,-7.635,0.315,0.169,-0.279,1
2285368.17,-1.04,-0.223,-7.517,0.334,-0.381,-0.328,1
2285368.18,-1.097,-0.792,-7.253,0.389,-0.704,-0.326,1
2285368.19,-1.697,-0.88,-6.715,0.494,-0.816,-0.25,1
2285368.2,-1.716,-0.856,-5.82,0.591,-0.74,-0.155,1
2285368.21,-1.51,-0.613,-5.203,0.61,-0.567,-0.056,1
2285368.22,-0.94,-0.352,-4.797,0.531,-0.414,0.027,1
2285368.23,0.685,-0.249,-4.491,0.374,-0.293,0.057,1
2285368.25,2.965,-0.663,-3.457,0.037,-0.206,-0.035,1
2285368.26,2.991,-0.916,-3.079,-0.089,-0.304,-0.13,1
2285368.27,1.553,-1.569,-3.373,-0.298,-0.575,-0.268,1
2285368.28,0.798,-2.065,-3.364,-0.474,-0.779,-0.323,1
