2285512.9,8.705,-0.631,-0.171,-1.441,0.194,0.077,4
2285512.91,9.106,-0.581,-0.406,-1.586,0.153,0.103,4
2285512.92,9.893,-0.073,-1.21,-1.767,0.239,0.125,4
2285512.93,10.861,0.889,-2.885,-1.994,0.676,0.122,4
2285512.94,11.854,1.616,-3.324,-2.216,1.222,0.064,4
2285512.95,12.899,1.833,-1.953,-2.366,1.454,-0.082,4
2285512.96,15.245,0.502,-1.932,-2.477,1.205,-0.341,4
2285512.97,14.547,-1.343,-0.544,-2.657,0.368,-0.822,4
2285512.98,13.378,-1.997,1.541,-2.637,-0.724,-0.998,4
2285512.989,12.526,-2.427,3.383,-2.511,-0.86,-1.028,4
2285513,11.493,-2.841,4.435,-2.319,-0.76,-0.965,4
2285513.019,8.704,-3.348,5.293,-1.813,-0.387,-0.622,4
2285513.03,7.946,-3.418,4.935,-1.56,-0.164,-0.425,4
2285513.04,7.737,-3.394,3.943,-1.356,0.003,-0.307,4
2285513.05,7.386,-3.535,2.594,-1.216,0.13,-0.256,4
2285513.06,6.595,-3.909,1.326,-1.118,0.286,-0.217,4
2285513.07,5.546,-3.927,1.349,-1.012,0.316,-0.153,4
2285513.08,4.735,-3.364,2.448,-0.765,0.079,-0.153,4
2285513.089,4.171,-2.683,3.344,-0.584,-0.09,0.1,4
2285513.1,4.015,-2.216,3.767,-0.431,-0.234,0.199,4
2285513.109,4.279,-1.669,4.21,-0.308,-0.373,0.282,4
2285513.12,4.279,-1.669,4.21,-0.195,-0.509,0.355,4
2285513.139,4.873,-1.272,3.932,0.016,-0.713,0.426,4
2285513.16,5.486,-0.887,3.258,0.219,-0.595,0.386,4
2285513.17,6.447,-0.652,3.152,0.323,-0.387,0.323,4
2285513.19,14.76,-1.252,3.038,0.55,0.275,0.164,4
2285513.199,18.267,-2.058,2.534,0.631,0.494,0.135,4
2285513.21,20.02,-2.726,1.696,0.655,0.682,0.172,4
2285513.22,20.049,-2.961,1.012,0.608,0.841,0.273,4
2285513.23,19.207,-2.705,0.559,0.52,0.966,0.334,4
2285513.25,13.168,1.189,-5.247,0.318,1.56,0.279,4
2285513.26,9.498,5.049,-17.102,0.07,4.12,0.494,4
2285513.27,12.858,4.473,-39.443,-1.248,4.095,0.539,4
2285513.28,13.505,1.432,-18.589,-2.579,1.046,0.083,4
2285513.29,8.551,1.621,-2.78,-2.524,-0.059,-0.261,4
2285513.309,8.505,2.439,7.883,-0.841,-0.27,-0.618,4
2285513.32,8.994,2.478,8.986,-0.271,-0.908,-0.676,4
2285513.33,8.58,1.869,7.812,0.144,-1.457,-0.627,4
2285513.339,9.42,1.185,6.018,0.41,-1.695,-0.551,4
2285513.36,12.261,-0.393,3.647,0.738,-1.574,-0.483,4
2285513.37,13.055,-1.317,2.128,0.762,-1.242,-0.436,4
2285513.38,13.363,-2.256,0.983,0.695,-0.809,-0.391,4
2285513.39,13.324,-3.147,0.186,0.549,-0.348,-0.368,4
2285513.399,12.267,-5.115,-0.533,0.31,0.04,-0.348,4
2285513.41,11.649,-6.21,-0.665,-0.173,0.33,-0.251,4
2285513.42,11.031,-7.273,-0.457,-0.559,0.386,-0.176,4
2285513.43,11.028,-7.625,-0.215,-0.925,0.369,-0.153,4
2285513.44,11.068,-7.714,0.179,-1.228,0.338,-0.243,4
2285513.45,10.024,-7.778,0.698,-1.417,0.297,-0.432,4
2285513.46,8.109,-7.67,0.842,-1.508,0.313,-0.599,4
2285513.47,6.655,-7.419,0.83,-1.527,0.435,-0.648,4
2285513.48,6.144,-7.241,0.446,-1.386,0.98,-0.562,4
2285513.49,6.539,-6.41,0.205,-1.004,2.15,-0.372,4
2285513.5,8.496,-4.714,-3.079,-0.4,2.444,-0.159,4
2285513.53,11.057,-3.997,-9.955,0.281,-2.659,0.39,4
2285513.55,8.746,-4.415,-8.068,-1.024,-0.875,0.441,4
2285513.58,7.004,-7.375,-1.445,-2.322,-0.962,0.485,4
2285513.59,7.025,-7.307,3.698,-2.342,-1.192,0.51,4
2285513.6,8.326,-6.622,8.196,-2.031,-1.225,0.467,4
2285513.62,8.385,-2.471,12.932,-0.907,-0.423,0.4,4
2285513.63,7.839,-0.808,13.412,-0.447,-0.39,0.496,4
2285513.64,7.54,0.421,12.43,-0.048,-0.498,0.665,4
2285513.65,7.643,1.213,10.262,0.236,-0.57,0.838,4
2285513.66,7.849,1.901,7.939,0.379,-0.53,0.958,4
2285513.67,8.086,2.374,6.367,0.431,-0.365,1.002,4
2285513.71,9.268,4.629,1.719,0.396,1.131,0.601,4
2285513.719,9.406,5.11,1.472,0.303,1.442,0.378,4
2285513.73,9.467,5.636,1.179,0.148,1.647,0.05,4
2285513.75,9.716,5.751,0.844,-0.093,1.768,-0.227,4
2285513.76,11.068,5.63,0.267,-0.235,1.75,-0.37,4
2285513.77,14.564,5.659,-5.917,-0.738,1.539,-0.657,4
2285513.78,20.273,5.138,-18.346,-2.045,1.2,-1.16,4
2285513.789,20.864,2.144,-18.556,-3.432,0.888,-1.511,4
2285513.799,11.693,-2.588,-5.002,-4.392,1.282,-0.965,4
2285513.82,14.624,-4.923,-1.101,-4.424,2.065,-0.434,4
2285513.83,17.305,-8.359,-1.129,-4.056,2.306,-0.673,4
2285513.84,14.095,-8.059,-0.496,-3.658,2.143,-0.973,4
2285513.85,10.918,-6.543,2.751,-3.07,1.751,-1.136,4
2285513.86,8.372,-4.003,5.983,-2.316,1.101,-1.087,4
2285513.87,7.66,-1.772,6.724,-1.565,0.335,-0.892,4
2285513.88,8.086,-0.507,5.923,-0.976,-0.191,-0.693,4
2285513.89,8.904,0.114,4.855,-0.582,-0.476,-0.564,4
2285513.9,9.73,-0.004,3.833,-0.371,-0.671,-0.46,4
2285513.91,10.748,-0.935,2.762,-0.279,-0.878,-0.364,4
2285513.92,11.486,-2.207,1.583,-0.315,-0.946,-0.281,4
2285513.93,12.262,-3.14,0.565,-0.583,-0.732,-0.17,4
2285513.939,13.079,-3.573,-0.078,-0.853,-0.541,-0.173,4
2285513.95,12.382,-3.53,-0.078,-1.134,-0.353,-0.189,4
2285513.96,11.204,-3.271,0.084,-1.399,-0.178,-0.212,4
2285513.97,9.777,-2.697,-0.067,-1.649,-0.027,-0.255,4
2285513.98,8.087,-2.247,-0.14,-1.87,0.045,-0.274,4
2285513.99,6.909,-2.107,-0.133,-2.065,0.046,-0.274,4
2285514,6.156,-2.061,-0.046,-2.236,0.023,-0.266,4
2285514.009,6.721,-1.927,0.598,-2.373,0.038,-0.276,4
2285514.03,7.935,-2.029,0.916,-2.594,0.053,-0.349,4
2285514.04,10.092,-2.714,1.503,-2.719,0.038,-0.364,4
2285514.05,10.559,-2.948,1.993,-2.889,0.027,-0.349,4
2285514.06,10.303,-2.975,2.379,-2.984,-0.04,-0.33,4
2285514.07,9.779,-2.87,2.878,-3.048,-0.13,-0.294,4
2285514.08,9.283,-2.745,3.259,-3.048,-0.199,-0.237,4
2285514.09,8.945,-2.552,3.606,-2.982,-0.228,-0.174,4
2285514.1,8.735,-2.324,3.987,-2.855,-0.236,-0.115,4
2285514.11,8.647,-2.083,4.261,-2.679,-0.236,-0.062,4
2285514.12,8.602,-1.909,4.431,-2.472,-0.222,-0.021,4
2285514.14,8.789,-1.752,5.079,-2.007,-0.117,0.033,4
2285514.15,9.078,-1.671,5.314,-1.758,-0.078,0.063,4
2285514.16,9.456,-1.467,5.294,-1.429,-0.122,0.112,4
2285514.18,9.688,-1.177,4.034,-1.203,-0.316,0.271,4
2285514.19,10.004,-1.328,3.492,-1.17,-0.392,0.368,4
2285514.2,10.328,-1.58,2.906,-1.177,-0.389,0.439,4
2285514.21,10.637,-1.816,2.417,-1.211,-0.316,0.47,4
2285514.23,10.85,-1.99,1.755,-1.354,-0.106,0.414,4
2285514.25,10.803,-1.487,1.89,-1.561,-0.095,0.289,4
2285514.26,12.804,-0.322,3.831,-1.621,-0.199,0.205,4
2285514.27,14.075,0.291,3.835,-1.593,-0.388,0.019,4
2285514.28,15.17,0.933,0.068,-1.617,-0.197,-0.078,4
2285514.29,15.698,0.859,-3.613,-1.853,0.862,-0.147,4
2285514.311,10.737,0.126,-2.246,-2.434,1.584,-0.224,4
2285514.32,9.559,-0.056,-1.091,-2.778,0.597,-0.177,4
2285514.33,9.171,-0.087,2.363,-2.886,-0.238,-0.208,4
2285514.34,8.291,-0.133,4.921,-2.731,-0.549,-0.255,4
2285514.35,7.324,-0.494,6.143,-2.415,-0.483,-0.254,4
2285514.36,6.449,-0.732,6.73,-2.026,-0.248,-0.199,4
2285514.369,5.713,-0.696,6.897,-1.575,-0.082,-0.101,4
2285514.38,5.271,-0.69,6.132,-0.945,-0.042,0.052,4
