Acceleration x,Acceleration y,Acceleration z,Rotation x, Rotation y, Rotation z
-1.7556305,3.7681427,9.282349,-0.50579834,0.095703125,-0.014541626
-2.214203,3.405182,7.4858856,-0.39797974,0.19465637,-0.12724304
-2.3614197,3.4792023,7.387802,-0.1973114,-0.25341797,-0.104034424
-2.4096985,3.5532227,8.002579,-0.34698486,-0.6572113,0.042266846
-1.5094452,3.0876007,8.313553,-0.8127594,-0.76808167,0.09327698
-1.1353607,3.089981,9.540695,-1.055893,-0.6972046,0.16200256
-0.7540283,2.9634247,9.380432,-1.0207672,-0.2689972,0.1913147
-0.29304504,3.1019135,8.990509,-0.5867462,-0.3080902,0.14459229
-0.9205475,2.8726807,8.870911,-0.3475952,-0.3438263,0.07006836
-1.2632751,2.5025482,9.947357,-0.3839264,-0.34077454,0.10090637
-1.0339966,2.6386719,10.1124115,-0.37080383,-0.23570251,0.184906
-1.1425934,2.8464203,9.404343,-0.318573,-0.056411743,0.21514893
-1.3477631,2.922821,9.136429,-0.27978516,-0.07015991,0.16841125
-1.4442902,2.5646515,9.241684,-0.12705994,-0.2922058,0.10549927
-2.170761,1.5736694,9.11731,0.13684082,-0.5359497,0.08227539
-1.6615143,1.8076782,8.117401,0.21012878,-0.5249481,0.13389587
-0.57540894,2.6028595,7.705963,-0.03756714,-0.54571533,0.3073883
0.1800232,3.3621979,8.148499,-0.3405609,-0.495636,0.5098877
-0.288208,3.2571259,8.081512,-0.3604126,-0.39819336,0.5157013
-0.070999146,2.208847,7.1031494,-0.30513,-0.63002014,0.35809326
0.056915283,0.2268982,10.471222,-0.45936584,-1.3743591,0.2313385
-0.41130066,-0.31277466,12.030853,-0.9908447,-0.5270996,0.22735596
-2.0211182,0.8119354,13.217346,-1.5201569,0.61553955,0.65740967
-1.2608643,1.5473938,9.313446,-2.3860626,2.2203064,0.5832062
-0.40646362,2.6506042,7.9643097,-2.6606445,2.4692383,0.36541748
1.5653839,3.751419,11.535706,-1.2718353,-0.4049225,0.66841125
2.1711884,1.7503662,11.49025,0.23884583,-1.1959991,0.40756226
1.4784851,1.556961,11.059677,0.053756714,-0.77845764,0.02670288
-0.08547974,2.0393066,10.597992,0.25839233,-1.1141357,-0.1816101
0.020721436,1.1605682,10.7798,0.8625488,-1.9638519,-0.38441467
0.67237854,0.628067,10.320526,0.86499023,-1.860321,-0.3816681
1.3529968,1.5115814,10.263107,0.48686218,-1.2726593,-0.11227417
1.7874298,2.1300507,10.162643,0.33596802,-0.7436371,0.008361816
-0.64541626,1.6405334,8.978546,0.3481903,-0.5105896,-0.2039032
-0.7154083,1.6691895,5.4382477,0.27427673,-0.55519104,-0.52186584
-0.623703,0.20541382,3.273407,0.13621521,-1.9733276,-0.5753174
2.0408478,-1.8720703,10.65303,-1.0323792,-3.693222,-0.11076355
5.7890472,1.7169495,17.774277,-3.1267395,-1.8890228,0.9142914
4.748825,2.438095,11.803619,-2.795044,1.414566,0.46469116
1.9732666,1.2345886,9.251251,-0.9193573,1.4771881,-0.6006775
1.1140594,-1.4947815,11.70076,0.34391785,0.18917847,-1.2097015
0.14622498,-2.129959,10.236786,0.86712646,0.4768982,-1.3661041
0.12210083,-1.7073059,6.521881,0.9233246,0.8754883,-1.1183777
1.1695709,0.1051178,8.80632,0.09132385,0.636322,-0.76164246
1.3192139,2.2685394,10.987915,-1.2828369,0.52941895,-0.42352295
2.8349,2.170639,10.724777,-0.88423157,1.0590363,-0.35021973
3.2138214,-0.0357666,10.542984,0.1496582,1.0856171,-0.20237732
2.1977234,-0.18861389,9.94017,-0.082473755,2.024231,-0.12174988
0.80513,0.8190918,9.877975,-0.24220276,2.2166443,0.10092163
-0.7202301,-0.27696228,9.633987,-0.28710938,1.6244049,0.17756653
-0.9326172,-0.78318787,9.040741,-0.102630615,0.9145813,0.25149536
-0.3509674,0.34629822,9.691406,0.25656128,-0.019454956,0.33883667
-0.18925476,0.6495514,10.272675,0.36895752,-0.5402069,0.2337799
0.030380249,0.4298706,9.815796,0.2785492,-0.0942688,0.080444336
0.20655823,0.4012146,10.447296,0.4193573,-0.26623535,0.029434204
-0.23994446,0.39404297,9.638763,0.6178894,-0.39726257,0.044403076
-0.015487671,0.9862366,8.390106,0.589798,-0.5698395,0.20506287
0.29829407,0.94088745,8.789581,0.1643219,-0.94825745,0.19651794
0.662735,0.22929382,10.574081,-0.2709198,-1.0209656,0.17330933
0.2620697,-0.13128662,10.554947,-0.31704712,-0.57136536,0.21087646
-0.054092407,-0.17189026,8.253754,-0.06536865,-0.08969116,0.32022095
1.0030365,0.62327576,10.542984,-0.24313354,-0.35845947,0.43933105
1.200943,0.6113434,10.382706,-0.4312744,-0.12695312,0.49369812
0.42378235,0.11228943,10.650635,-0.20648193,0.27346802,0.5364685
0.2041626,0.3080902,10.416214,-0.08552551,0.9894104,0.6503906
0.28381348,0.38450623,9.794266,-0.062927246,1.5486603,0.7872162
0.45033264,0.3176422,8.916367,-0.048568726,1.4008331,0.7020111
0.27174377,0.05496216,9.124466,-0.0021362305,0.30004883,0.28479004
-0.013061523,0.5397186,9.480896,-3.0517578E-4,-0.2866974,-0.045394897
0.22105408,1.394577,10.255936,0.017410278,-0.09609985,-0.06278992
-0.3123474,1.1128082,10.227219,0.12644958,-0.066482544,-0.017593384
-0.2761383,0.546875,10.047821,0.16157532,0.028213501,0.14855957
0.14141846,0.19824219,10.27507,0.060775757,0.34249878,0.3073883
0.15588379,0.1146698,9.543091,-0.012832642,0.84646606,0.26522827
-0.67678833,0.19584656,9.033569,-0.059570312,0.68367004,0.1006012
-0.77090454,0.26750183,9.464157,-0.06414795,-0.07197571,0.011123657
-0.4981842,0.36538696,10.019119,-0.04397583,-0.628479,-0.018203735
-0.46440125,0.494339,10.031067,-0.029006958,-0.35725403,0.08074951
-0.06376648,0.11705017,9.72728,-0.018325806,0.015075684,0.2472229
-0.020309448,0.2603302,9.837311,-0.028717041,-0.061584473,0.2973175
-0.3050995,0.37493896,10.009552,-0.003967285,-0.093048096,0.20262146
-0.2447815,0.34629822,10.131546,0.059249878,-0.10771179,0.11557007
-0.13374329,0.651947,10.110016,0.09590149,-0.01272583,0.07312012
0.07624817,0.589859,9.629196,0.16615295,0.14793396,0.042266846
0.13658142,0.38450623,9.550262,0.20158386,0.04928589,0.008972168
-0.15788269,0.48718262,9.571793,0.18386841,-0.15414429,-0.02003479
-0.47647095,0.41792297,9.648331,0.13438416,-0.15231323,-0.002319336
-0.7395477,0.38926697,9.91626,0.062301636,-0.23202515,0.02394104
-0.5271454,0.3773346,9.839706,0.027786255,-0.16940308,0.043182373
-0.16993713,0.3916626,9.708145,0.033599854,-0.09609985,-0.029205322
0.38275146,0.5397186,9.677048,0.01802063,-0.10067749,-0.1302948
0.64341736,0.66148376,9.710541,-0.01802063,-0.100372314,-0.164505
0.47930908,0.6447754,9.854065,-0.06719971,-0.12054443,-0.10494995
0.27656555,0.671051,10.064575,-0.12004089,-0.123291016,-0.057907104
0.5179138,0.7498474,9.983231,-0.10568237,-0.053955078,-0.091812134
0.40447998,0.56596375,9.787079,-0.044281006,0.097854614,-0.13916016
0.13415527,0.4298706,9.842102,-0.014968872,0.13847351,-0.12173462
-0.18684387,0.19346619,9.763168,-0.01008606,0.10456848,-0.08540344
-0.17720032,0.21257019,10.023895,-0.019241333,0.05142212,-0.04598999
0.1655426,0.5110626,10.12915,-0.029327393,0.09082031,0.007446289
0.22103882,0.575531,10.038254,-0.00579834,0.21330261,-0.0044555664
-0.05168152,0.7737274,9.720108,0.057724,0.32966614,-0.018814087
-0.288208,0.518219,9.531128,0.1212616,0.27989197,-0.09272766
-0.3123474,0.1051178,9.736847,0.12187195,0.07066345,-0.1803894
-0.21339417,0.34152222,9.600494,0.10812378,-0.028900146,-0.1131897
-0.022735596,1.0196838,10.133926,0.07421875,-0.13490295,-0.06311035
-1.2005157,0.20779419,9.909088,0.1313324,-0.04508972,-0.08143616
-0.17236328,0.508667,9.220169,0.10354614,0.09814453,0.23072815
0.35862732,0.8931122,9.533524,-0.015274048,-0.0029449463,0.32937622
0.25242615,0.9384918,10.023895,-0.07299805,-0.18345642,0.18856812
0.13899231,0.87402344,9.923416,0.03756714,-0.24301147,-0.02279663
-1.0822601,-0.105026245,5.876007,0.1496582,-0.2851715,-0.18894958
-0.8505554,-0.3151703,10.942459,-0.30513,-1.0255432,-0.03286743
1.6812286,1.1486206,11.43045,-0.71502686,-2.0704346,0.33702087
1.9877472,0.6877594,11.461548,-0.35858154,-1.2384338,0.110687256
1.1719818,0.10749817,10.657806,-0.08369446,0.23561096,-0.120529175
-0.2640686,0.14570618,9.253647,0.058944702,1.2527008,-0.21795654
-0.25442505,0.1242218,8.947449,0.07575989,0.7130127,-0.19932556
0.3634491,0.13615417,9.495239,0.043395996,-0.15136719,-0.08998108
0.48413086,0.3964386,9.856445,1.5258789E-5,-0.3935852,-0.02279663
0.6385956,0.6017914,9.973663,0.0073394775,-0.24391174,0.010498047
0.65065,0.585083,9.94017,0.04949951,-0.084487915,0.007446289
0.6361847,0.50390625,9.983231,0.07575989,-0.024002075,0.007446289
0.58065796,0.4203186,9.820572,0.084609985,0.02027893,0.02027893
0.5830841,0.35585022,9.887543,0.08338928,0.007751465,0.033721924
0.7737427,0.33673096,10.193741,0.08615112,0.006225586,0.06303406
0.5637665,0.32957458,9.681824,0.11820984,0.39260864,0.06272888
0.04244995,0.48718262,9.399567,0.10417175,0.45277405,0.039520264
0.20899963,0.5826874,9.7942505,0.061706543,0.06640625,0.05204773
0.5516968,0.6113434,9.985626,0.07118225,-0.05455017,0.054489136
